0.5046728971962616  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
0.5173240938166311  0 5 0 2 0 10 1 0 0 0 0 1 0 0 0 0 4 0 0 0 0 0 0 1 9 0 1 0 0 0 0 2 4 1 0 0 0 0 0 0 0 0 0 0 2 6 1 0 10 0 0 3 1 2 0 0 0 0 0 0 0 0 0 0 3 1 3 0 0 3 0 0 0 0 0 6 1 7 1 0 0 0 0 2 0 16 0 0 3 0 1 0 7 0 3 0 0 0
0.5059186824498199  0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 4 0 0 0 0 0 2 0 0 0 0 0 0 0 4 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 1 0 0 0 1 0 5 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
0.5461943513642892  0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4 0 0 0 1 0 0 1 7 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 1 0 0 0 0 1 2 0 6 0 0 0 0 1 0 0 0 0 0 1 5 0 0 0 0 1 0 0 0 0 0 1 0 2 0 3 0 10 0 1 0 0 0 0 0 7 0 0 0 0 3 0 5 3 0 0 1 0
0.49795918367346936  3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 8 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 4 0 0 0 0 0
0.5472972972972973  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 5 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 2 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0
0.5164609053497943  1 2 0 2 0 6 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 10 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 1 0 0 2 1 0 3 0 0 1 2 1 0 0 0 0 0 0 3 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 11 0 1 0 1 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0
0.5396270396270396  0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 7 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 4 1 7 0 2 0 0 0
0.5067967933077727  0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 3 0 0 2 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 3 0 2 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0 1 4 0 0 0 0 0
0.6367521367521367  0 0 0 1 1 18 0 1 0 0 3 0 0 0 0 0 0 0 0 0 12 0 0 0 15 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 19 0 0 0 0 0 0 6 0 0 2 0 1 0 0 0 0 0 0 5 0 12 0 0 0 0 0 0 0 0 1 0 4 3 2 5 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0
